Valid,Neutral,Invalid
0.763157894736842,0.676470588235294,0.655629139072848
0.841379310344828,0.755555555555556,0.717557251908397
0.888,0.813725490196078,0.840425531914894
0.808695652173913,0.767605633802817,0.761904761904762
0.901639344262295,0.858585858585859,0.773255813953488
0.862244897959184,0.861904761904762,0.819047619047619
0.836734693877551,0.736434108527132,0.757575757575758
0.765217391304348,0.790540540540541,0.76056338028169
0.703703703703704,0.736363636363636,0.648648648648649
